policy_id,location_id,year,region,occupancy,exposure_years,insured_value,policy_limit,deductible,bi_waiting_period_days,current_premium,pm25,ozone,turbidity,water_quality_index,temperature_c,annual_rainfall_mm,drought_indicator,air_stress_flag,water_stress_flag,air_trigger_flag,water_trigger_flag,compound_trigger_flag,insured_trigger_type,bi_waiting_period_met_flag,air_filtration,water_treatment,business_continuity_plan,air_filtration_upgrade_cost,water_treatment_upgrade_cost,bcp_upgrade_cost,claim_count,aggregate_ground_up_loss,aggregate_covered_loss,aggregate_paid_loss
POL039-2024,LOC039,2024,Coastview,Manufacturing,0.792,16640000,8320000,80000,1,32500,25.4,41.1,6.82,62.8,25.8,1638.2,0.258,0,1,0,0,0,None,0,1,1,0,0,0,50000,0,0.0,0.0,0.0
POL039-2025,LOC039,2025,Coastview,Manufacturing,0.901,17720000,8860000,40000,1,42800,31.3,46.3,4.92,68.2,27.3,1339.9,0.201,0,0,0,0,0,None,0,1,1,0,0,0,50000,0,0.0,0.0,0.0
POL039-2026,LOC039,2026,Coastview,Manufacturing,0.845,17780000,8890000,60000,3,40100,27.4,58.0,4.95,61.4,27.0,1381.7,0.195,0,0,0,0,0,None,0,1,1,0,0,0,50000,0,0.0,0.0,0.0
POL040-2024,LOC040,2024,Drylands,Hospital,0.821,19120000,6690000,50000,2,55700,45.5,60.5,4.77,63.7,32.1,445.0,0.704,1,0,1,0,0,Air,1,0,1,0,95000,0,51000,0,0.0,0.0,0.0
POL040-2025,LOC040,2025,Drylands,Hospital,0.921,19590000,6860000,50000,2,59000,47.1,74.4,4.68,60.7,28.8,520.6,0.773,1,0,0,0,0,None,0,0,1,0,95000,0,51000,0,0.0,0.0,0.0
POL040-2026,LOC040,2026,Drylands,Hospital,0.706,20280000,10140000,50000,1,49400,36.8,70.6,4.15,59.4,35.6,561.2,0.836,1,1,0,0,0,None,0,0,1,0,95000,0,51000,0,0.0,0.0,0.0
POL041-2024,LOC041,2024,Northgate,Manufacturing,0.808,14500000,3620000,60000,2,32600,31.4,70.3,2.17,69.1,24.8,1108.1,0.229,1,0,0,0,0,None,0,0,1,0,79000,0,50000,0,0.0,0.0,0.0
POL041-2025,LOC041,2025,Northgate,Manufacturing,0.973,15050000,7520000,40000,3,39400,30.1,57.5,2.38,79.2,20.2,1147.2,0.087,0,0,0,0,0,None,0,0,1,0,79000,0,50000,0,0.0,0.0,0.0
POL041-2026,LOC041,2026,Northgate,Manufacturing,0.945,15930000,3980000,80000,2,38400,35.7,66.0,5.13,72.5,24.1,897.3,0.386,1,1,1,0,0,Air,1,0,1,0,79000,0,50000,1,263346.55,263346.55,183346.55
POL042-2024,LOC042,2024,Northgate,Food Processing,0.991,15510000,5430000,25000,1,40900,23.3,65.4,1.2,73.9,21.7,1021.9,0.422,0,0,0,0,0,None,0,1,0,1,0,112000,0,0,0.0,0.0,0.0
POL042-2025,LOC042,2025,Northgate,Food Processing,0.739,15510000,3880000,60000,3,31600,30.1,71.8,3.12,77.9,22.6,1080.9,0.281,1,0,0,0,0,None,0,1,0,1,0,112000,0,0,0.0,0.0,0.0
POL042-2026,LOC042,2026,Northgate,Food Processing,0.796,16100000,4020000,25000,2,35600,35.2,63.3,2.49,68.2,27.2,956.8,0.288,1,0,1,0,0,Air,1,1,0,1,0,112000,0,0,0.0,0.0,0.0
POL043-2024,LOC043,2024,Riverbend,Manufacturing,0.736,6600000,3300000,40000,2,12400,17.2,48.0,5.0,59.2,24.7,1160.4,0.398,0,1,0,1,0,Water,1,0,1,1,69000,0,0,0,0.0,0.0,0.0
POL043-2025,LOC043,2025,Riverbend,Manufacturing,0.828,7170000,3580000,60000,2,15300,36.6,52.2,4.8,60.7,27.4,1340.7,0.308,1,0,0,0,0,None,0,0,1,1,69000,0,0,0,0.0,0.0,0.0
POL043-2026,LOC043,2026,Riverbend,Manufacturing,0.886,7270000,1820000,60000,2,17300,29.7,61.8,3.92,77.3,31.8,1223.9,0.249,0,0,0,0,0,None,0,0,1,1,69000,0,0,0,0.0,0.0,0.0
POL044-2024,LOC044,2024,Northgate,Food Processing,0.856,11920000,5960000,40000,2,30800,34.3,59.9,1.29,76.5,24.3,905.0,0.34,0,0,0,0,0,None,0,0,0,1,81000,91000,0,0,0.0,0.0,0.0
POL044-2025,LOC044,2025,Northgate,Food Processing,0.728,11850000,4150000,25000,3,26400,40.9,56.6,2.97,70.0,27.3,988.2,0.406,1,0,0,0,0,None,0,0,0,1,81000,91000,0,0,0.0,0.0,0.0
POL044-2026,LOC044,2026,Northgate,Food Processing,0.952,12270000,3070000,60000,1,32200,31.6,69.8,1.01,74.0,26.3,784.7,0.354,0,0,0,0,0,None,0,0,0,1,81000,91000,0,0,0.0,0.0,0.0
POL045-2024,LOC045,2024,Central Metro,Food Processing,0.812,12020000,6010000,40000,1,30100,36.8,68.7,4.33,62.6,29.0,810.3,0.41,1,0,0,0,0,None,0,0,1,1,85000,0,0,0,0.0,0.0,0.0
POL045-2025,LOC045,2025,Central Metro,Food Processing,0.886,12020000,4210000,25000,1,30000,50.9,84.9,2.92,65.8,26.2,928.0,0.408,1,0,0,0,0,None,0,0,1,1,85000,0,0,0,0.0,0.0,0.0
POL045-2026,LOC045,2026,Central Metro,Food Processing,0.945,12690000,4440000,40000,2,35800,35.3,88.2,2.64,75.0,27.8,735.4,0.196,1,0,0,0,0,None,0,0,1,1,85000,0,0,0,0.0,0.0,0.0
POL046-2024,LOC046,2024,Northgate,Manufacturing,0.824,10940000,5470000,40000,2,24600,28.8,59.7,3.04,66.2,20.6,948.3,0.419,0,0,0,0,0,None,0,0,0,1,78000,92000,0,0,0.0,0.0,0.0
POL046-2025,LOC046,2025,Northgate,Manufacturing,0.901,11090000,3880000,40000,1,28000,31.8,58.5,2.55,68.6,22.2,931.3,0.236,0,0,0,0,0,None,0,0,0,1,78000,92000,0,0,0.0,0.0,0.0
POL046-2026,LOC046,2026,Northgate,Manufacturing,1.0,12080000,4230000,80000,3,32600,39.2,62.3,3.63,71.7,22.3,1088.9,0.382,1,0,0,0,0,None,0,0,0,1,78000,92000,0,0,0.0,0.0,0.0
POL047-2024,LOC047,2024,Riverbend,Manufacturing,0.723,21360000,10680000,80000,1,42200,23.2,54.9,5.92,59.9,25.5,1168.2,0.046,0,1,0,0,0,None,0,1,1,0,0,0,55000,0,0.0,0.0,0.0
POL047-2025,LOC047,2025,Riverbend,Manufacturing,0.861,22510000,5630000,80000,1,47900,36.1,66.7,5.35,59.8,25.5,1328.1,0.208,1,1,0,1,0,Water,1,1,1,0,0,0,55000,1,307125.23,307125.23,227125.23
POL047-2026,LOC047,2026,Riverbend,Manufacturing,0.903,23380000,5840000,80000,3,57400,36.0,53.5,5.53,55.1,23.4,1300.9,0.114,1,1,1,0,0,Air,0,1,1,0,0,0,55000,0,0.0,0.0,0.0
POL048-2024,LOC048,2024,Coastview,Manufacturing,0.872,13350000,3340000,40000,3,30000,27.8,45.5,3.96,68.6,26.9,1265.6,0.132,0,0,0,0,0,None,0,1,0,1,0,100000,0,0,0.0,0.0,0.0
POL048-2025,LOC048,2025,Coastview,Manufacturing,0.697,13750000,6880000,60000,3,26200,28.6,52.9,5.78,66.0,32.4,1411.5,0.134,0,1,0,0,0,None,0,1,0,1,0,100000,0,0,0.0,0.0,0.0
POL048-2026,LOC048,2026,Coastview,Manufacturing,0.767,14000000,3500000,80000,1,26800,31.1,59.5,4.25,58.2,28.6,1654.4,0.095,0,1,0,0,0,None,0,1,0,1,0,100000,0,0,0.0,0.0,0.0
POL049-2024,LOC049,2024,Northgate,Manufacturing,0.684,12410000,4340000,60000,1,22800,23.8,54.5,2.63,65.7,24.9,984.1,0.445,0,0,0,0,0,None,0,0,0,1,83000,99000,0,0,0.0,0.0,0.0
POL049-2025,LOC049,2025,Northgate,Manufacturing,0.703,13420000,6710000,40000,2,26500,30.1,67.4,3.35,62.4,21.4,836.3,0.459,0,0,0,0,0,None,0,0,0,1,83000,99000,0,0,0.0,0.0,0.0
POL049-2026,LOC049,2026,Northgate,Manufacturing,0.905,13270000,4640000,80000,2,34600,35.6,62.4,1.37,59.0,25.0,874.4,0.28,1,1,1,0,0,Air,0,0,0,1,83000,99000,0,0,0.0,0.0,0.0
POL050-2024,LOC050,2024,Coastview,Hospital,0.907,26380000,9230000,75000,2,77200,25.0,47.9,6.1,73.0,30.2,1626.7,0.055,0,1,0,0,0,None,0,1,0,0,0,124000,53000,0,0.0,0.0,0.0
POL050-2025,LOC050,2025,Coastview,Hospital,0.695,26720000,9350000,50000,1,56600,23.2,52.0,4.39,63.6,27.0,1512.9,0.02,0,0,0,0,0,None,0,1,0,0,0,124000,53000,0,0.0,0.0,0.0
POL050-2026,LOC050,2026,Coastview,Hospital,0.754,28450000,9960000,50000,3,69200,22.1,56.9,5.47,57.2,30.7,1602.0,0.187,0,1,0,0,0,None,0,1,0,0,0,124000,53000,0,0.0,0.0,0.0
POL051-2024,LOC051,2024,Drylands,Manufacturing,0.708,16500000,5780000,60000,1,35400,34.8,64.4,4.38,59.6,32.3,607.0,0.621,0,1,0,0,0,None,0,0,1,0,94000,0,53000,0,0.0,0.0,0.0
POL051-2025,LOC051,2025,Drylands,Manufacturing,0.889,17430000,4360000,60000,1,43300,42.0,69.3,5.12,70.5,30.9,444.5,0.707,1,1,1,0,0,Air,0,0,1,0,94000,0,53000,2,210572.76,210572.76,90572.76
POL051-2026,LOC051,2026,Drylands,Manufacturing,0.685,17560000,8780000,60000,1,36100,42.1,73.9,3.82,61.5,33.5,451.7,0.911,1,0,0,0,0,None,0,0,1,0,94000,0,53000,0,0.0,0.0,0.0
POL052-2024,LOC052,2024,Coastview,Manufacturing,0.768,9900000,2480000,60000,2,20900,25.0,43.1,3.03,63.8,29.8,1382.8,0.125,0,0,0,0,0,None,0,1,0,0,0,94000,48000,0,0.0,0.0,0.0
POL052-2025,LOC052,2025,Coastview,Manufacturing,0.946,10140000,3550000,60000,3,27600,21.8,55.6,5.54,59.5,29.6,1491.3,0.041,0,1,0,0,0,None,0,1,0,0,0,94000,48000,0,0.0,0.0,0.0
POL052-2026,LOC052,2026,Coastview,Manufacturing,0.934,10340000,5170000,80000,1,25200,33.2,57.2,3.52,64.3,29.2,1550.8,0.231,0,0,0,0,0,None,0,1,0,0,0,94000,48000,0,0.0,0.0,0.0
POL053-2024,LOC053,2024,Coastview,Food Processing,0.965,18150000,6350000,40000,2,51300,33.5,57.9,5.3,67.4,27.8,1615.2,0.258,0,1,0,0,0,None,0,0,0,0,95000,121000,47000,0,0.0,0.0,0.0
POL053-2025,LOC053,2025,Coastview,Food Processing,0.73,19470000,6810000,40000,2,45200,14.7,53.2,6.56,60.4,24.6,1635.7,0.02,0,1,0,1,0,Water,0,0,0,0,95000,121000,47000,0,0.0,0.0,0.0
POL053-2026,LOC053,2026,Coastview,Food Processing,0.886,20330000,7120000,25000,3,59200,25.5,57.0,4.66,58.0,26.9,1570.6,0.264,0,1,0,1,0,Water,0,0,0,0,95000,121000,47000,4,663932.4,663932.4,563932.4
POL054-2024,LOC054,2024,Drylands,Food Processing,0.873,23070000,5770000,25000,2,57400,38.1,75.8,3.46,54.5,29.8,566.8,0.655,1,1,1,0,0,Air,1,1,1,0,0,0,50000,1,109395.46,109395.46,84395.46
POL054-2025,LOC054,2025,Drylands,Food Processing,1.0,22690000,11340000,40000,2,67800,37.2,67.3,4.67,61.8,33.1,658.3,0.621,1,0,0,0,0,None,0,1,1,0,0,0,50000,0,0.0,0.0,0.0
POL054-2026,LOC054,2026,Drylands,Food Processing,0.778,24700000,12350000,25000,2,57400,39.6,69.5,6.68,63.0,28.4,605.6,0.7,1,1,1,1,1,Compound,1,1,1,0,0,0,50000,3,501350.39,501350.39,426350.39
POL055-2024,LOC055,2024,Northgate,Food Processing,0.717,6430000,2250000,40000,2,14700,34.2,58.5,3.81,74.0,19.5,782.5,0.393,0,0,0,0,0,None,0,0,0,0,74000,94000,42000,0,0.0,0.0,0.0
POL055-2025,LOC055,2025,Northgate,Food Processing,0.858,6970000,2440000,40000,1,17700,29.3,54.1,0.91,69.8,19.6,700.0,0.273,0,0,0,0,0,None,0,0,0,0,74000,94000,42000,0,0.0,0.0,0.0
POL055-2026,LOC055,2026,Northgate,Food Processing,0.722,7030000,2460000,25000,3,16000,29.4,62.0,3.0,76.6,21.2,901.0,0.17,0,0,0,0,0,None,0,0,0,0,74000,94000,42000,0,0.0,0.0,0.0
POL056-2024,LOC056,2024,Drylands,Food Processing,0.827,11110000,3890000,40000,1,28500,35.5,76.2,3.81,60.7,28.9,727.5,0.649,1,0,0,0,0,None,0,1,0,1,0,94000,0,0,0.0,0.0,0.0
POL056-2025,LOC056,2025,Drylands,Food Processing,0.735,11310000,5660000,60000,1,25900,47.2,53.5,4.67,61.3,35.6,412.7,0.596,1,0,0,0,0,None,0,1,0,1,0,94000,0,0,0.0,0.0,0.0
POL056-2026,LOC056,2026,Drylands,Food Processing,0.943,11680000,4090000,40000,3,32300,37.9,71.4,3.22,68.8,29.8,479.7,0.764,1,0,0,0,0,None,0,1,0,1,0,94000,0,0,0.0,0.0,0.0
POL057-2024,LOC057,2024,Riverbend,Hospital,0.703,48080000,24040000,50000,2,108100,25.6,48.9,2.27,57.7,24.4,1556.6,0.443,0,1,0,1,0,Water,1,0,0,1,148000,176000,0,0,0.0,0.0,0.0
POL057-2025,LOC057,2025,Riverbend,Hospital,0.775,48710000,12180000,100000,3,122400,29.3,58.7,3.09,68.8,24.2,1115.3,0.282,0,0,0,0,0,None,0,0,0,1,148000,176000,0,0,0.0,0.0,0.0
POL057-2026,LOC057,2026,Riverbend,Hospital,0.806,49640000,24820000,100000,2,128300,31.4,67.2,6.88,60.8,28.9,1213.6,0.375,0,1,0,0,0,None,0,0,0,1,148000,176000,0,0,0.0,0.0,0.0
POL058-2024,LOC058,2024,Northgate,Manufacturing,0.837,10810000,5400000,60000,1,24100,38.8,72.5,3.35,84.0,23.8,858.6,0.273,1,0,0,0,0,None,0,0,1,1,79000,0,0,0,0.0,0.0,0.0
POL058-2025,LOC058,2025,Northgate,Manufacturing,1.0,11560000,4050000,60000,3,30900,31.7,61.0,0.4,69.4,22.0,832.8,0.31,0,0,0,0,0,None,0,0,1,1,79000,0,0,0,0.0,0.0,0.0
POL058-2026,LOC058,2026,Northgate,Manufacturing,0.789,11780000,5890000,60000,2,23100,28.1,66.4,2.03,77.3,25.5,1084.3,0.389,0,0,0,0,0,None,0,0,1,1,79000,0,0,0,0.0,0.0,0.0
POL059-2024,LOC059,2024,Northgate,Food Processing,1.0,15560000,5450000,25000,2,46100,23.7,69.9,4.23,77.6,20.5,1006.7,0.23,0,0,0,0,0,None,0,1,0,0,0,105000,48000,0,0.0,0.0,0.0
POL059-2025,LOC059,2025,Northgate,Food Processing,1.0,15630000,5470000,40000,3,45600,37.7,64.5,2.05,66.8,20.7,970.4,0.166,1,0,0,0,0,None,0,1,0,0,0,105000,48000,0,0.0,0.0,0.0
POL059-2026,LOC059,2026,Northgate,Food Processing,1.0,16560000,5800000,25000,2,46200,30.7,62.1,2.73,69.2,20.7,869.0,0.17,0,0,0,0,0,None,0,1,0,0,0,105000,48000,0,0.0,0.0,0.0
POL060-2024,LOC060,2024,Central Metro,Hospital,0.86,16080000,4020000,50000,2,42100,44.5,61.6,3.13,65.7,27.4,611.1,0.236,1,0,1,0,0,Air,0,1,0,1,0,115000,0,1,45445.87,45445.87,0.0
POL060-2025,LOC060,2025,Central Metro,Hospital,0.897,16960000,4240000,75000,1,51000,36.2,64.7,3.12,69.8,27.4,813.2,0.289,1,0,0,0,0,None,0,1,0,1,0,115000,0,0,0.0,0.0,0.0
POL060-2026,LOC060,2026,Central Metro,Hospital,0.809,17920000,4480000,50000,2,44700,54.8,83.2,3.94,56.5,25.4,777.5,0.574,1,1,1,0,0,Air,1,1,0,1,0,115000,0,3,583409.32,583409.32,433409.32
POL061-2024,LOC061,2024,Central Metro,Food Processing,0.899,5700000,2850000,25000,1,17200,42.6,66.6,3.17,63.8,24.4,796.2,0.296,1,0,0,0,0,None,0,0,0,0,68000,87000,41000,0,0.0,0.0,0.0
POL061-2025,LOC061,2025,Central Metro,Food Processing,1.0,6120000,2140000,40000,2,19500,42.7,80.6,2.39,59.8,26.8,735.1,0.134,1,1,0,0,0,None,0,0,0,0,68000,87000,41000,0,0.0,0.0,0.0
POL061-2026,LOC061,2026,Central Metro,Food Processing,0.924,6100000,2140000,40000,3,19400,53.2,81.6,3.74,71.4,31.3,625.0,0.324,1,0,1,0,0,Air,0,0,0,0,68000,87000,41000,0,0.0,0.0,0.0
POL062-2024,LOC062,2024,Central Metro,Manufacturing,1.0,13520000,3380000,60000,2,39400,39.8,70.0,0.93,74.5,30.2,823.8,0.097,1,0,1,0,0,Air,1,1,0,0,0,96000,50000,0,0.0,0.0,0.0
POL062-2025,LOC062,2025,Central Metro,Manufacturing,0.76,13660000,4780000,60000,2,31400,55.1,69.5,3.7,73.2,27.6,855.1,0.353,1,0,0,0,0,None,0,1,0,0,0,96000,50000,0,0.0,0.0,0.0
POL062-2026,LOC062,2026,Central Metro,Manufacturing,1.0,13920000,6960000,40000,2,38000,38.6,68.5,5.14,72.0,27.5,745.0,0.423,1,1,0,1,0,Water,1,1,0,0,0,96000,50000,1,200456.8,200456.8,160456.8
POL063-2024,LOC063,2024,Riverbend,Manufacturing,0.71,12520000,3130000,60000,2,25300,33.8,67.8,5.58,58.4,22.4,1293.9,0.197,0,1,0,1,0,Water,0,0,0,1,79000,96000,0,0,0.0,0.0,0.0
POL063-2025,LOC063,2025,Riverbend,Manufacturing,0.761,12440000,3110000,40000,1,26600,29.5,54.1,4.96,59.7,25.9,1365.0,0.104,0,1,0,1,0,Water,1,0,0,1,79000,96000,0,0,0.0,0.0,0.0
POL063-2026,LOC063,2026,Riverbend,Manufacturing,0.962,12910000,4520000,60000,2,35800,31.5,65.0,5.38,52.0,24.9,1292.3,0.174,0,1,0,0,0,None,0,0,0,1,79000,96000,0,0,0.0,0.0,0.0
POL064-2024,LOC064,2024,Central Metro,Hospital,0.821,39600000,13860000,50000,3,103700,38.4,73.2,3.59,69.6,29.3,824.4,0.233,1,0,0,0,0,None,0,1,0,0,0,165000,70000,0,0.0,0.0,0.0
POL064-2025,LOC064,2025,Central Metro,Hospital,0.828,40020000,14010000,75000,2,107500,43.9,66.4,1.26,70.1,30.0,842.9,0.396,1,0,0,0,0,None,0,1,0,0,0,165000,70000,0,0.0,0.0,0.0
POL064-2026,LOC064,2026,Central Metro,Hospital,0.979,41770000,14620000,75000,1,130200,53.6,63.5,6.01,60.3,29.6,930.0,0.305,1,1,1,0,0,Air,1,1,0,0,0,165000,70000,1,285313.58,285313.58,210313.58
POL065-2024,LOC065,2024,Coastview,Hospital,0.808,23620000,5900000,75000,3,60000,24.0,49.9,4.18,53.7,29.6,1428.4,0.231,0,1,0,0,0,None,0,0,0,1,97000,125000,0,0,0.0,0.0,0.0
POL065-2025,LOC065,2025,Coastview,Hospital,0.846,25310000,6330000,75000,2,67100,21.5,38.8,5.6,75.2,30.3,1627.6,0.044,0,1,0,0,0,None,0,0,0,1,97000,125000,0,0,0.0,0.0,0.0
POL065-2026,LOC065,2026,Coastview,Hospital,0.917,25260000,6320000,75000,3,79000,22.4,50.7,5.48,62.9,26.9,1356.0,0.178,0,1,0,0,0,None,0,0,0,1,97000,125000,0,0,0.0,0.0,0.0
POL066-2024,LOC066,2024,Riverbend,Manufacturing,0.94,47980000,12000000,60000,2,132900,17.6,75.0,4.65,55.4,25.6,1250.6,0.188,1,1,0,0,0,None,0,1,0,0,0,179000,80000,0,0.0,0.0,0.0
POL066-2025,LOC066,2025,Riverbend,Manufacturing,0.983,47350000,11840000,60000,3,130400,30.2,56.6,5.52,65.0,23.5,1272.2,0.19,0,1,0,0,0,None,0,1,0,0,0,179000,80000,0,0.0,0.0,0.0
POL066-2026,LOC066,2026,Riverbend,Manufacturing,0.866,50900000,12720000,60000,3,115700,31.6,47.9,7.0,61.9,26.0,1285.4,0.303,0,1,0,0,0,None,0,1,0,0,0,179000,80000,0,0.0,0.0,0.0
POL067-2024,LOC067,2024,Drylands,Manufacturing,0.794,12240000,4280000,40000,2,28300,41.2,73.8,6.53,71.7,31.1,470.3,0.837,1,1,1,1,1,Compound,1,0,1,0,84000,0,48000,0,0.0,0.0,0.0
POL067-2025,LOC067,2025,Drylands,Manufacturing,0.805,12650000,3160000,60000,1,30800,41.4,81.7,4.14,83.5,34.5,563.1,0.77,1,0,1,0,0,Air,1,0,1,0,84000,0,48000,1,359058.9,359058.9,299058.9
POL067-2026,LOC067,2026,Drylands,Manufacturing,0.974,12950000,4530000,40000,1,37000,34.9,73.6,5.31,64.1,30.4,498.9,0.856,1,1,1,0,0,Air,1,0,1,0,84000,0,48000,1,284640.9,284640.9,244640.9
POL068-2024,LOC068,2024,Central Metro,Hospital,0.725,19310000,6760000,100000,3,48600,37.8,72.5,3.17,69.8,27.8,725.1,0.261,1,0,1,0,0,Air,0,0,0,0,89000,121000,49000,1,186155.68,186155.68,86155.68
POL068-2025,LOC068,2025,Central Metro,Hospital,0.938,19740000,6910000,75000,2,66000,49.0,74.0,4.3,66.4,27.8,655.9,0.224,1,0,1,0,0,Air,1,0,0,0,89000,121000,49000,1,159974.1,159974.1,84974.1
POL068-2026,LOC068,2026,Central Metro,Hospital,0.923,20290000,7100000,50000,3,63200,47.3,79.1,3.0,61.1,26.0,938.7,0.259,1,0,1,0,0,Air,1,0,0,0,89000,121000,49000,0,0.0,0.0,0.0
POL069-2024,LOC069,2024,Coastview,Manufacturing,0.89,23290000,8150000,60000,3,59500,34.5,52.8,5.51,55.5,26.4,1655.9,0.02,0,1,0,0,0,None,0,0,0,1,103000,122000,0,0,0.0,0.0,0.0
POL069-2025,LOC069,2025,Coastview,Manufacturing,0.955,24020000,6000000,60000,2,67800,25.5,50.3,1.98,56.4,26.7,1591.4,0.145,0,1,0,0,0,None,0,0,0,1,103000,122000,0,0,0.0,0.0,0.0
POL069-2026,LOC069,2026,Coastview,Manufacturing,0.754,24620000,6160000,40000,2,53400,19.4,50.7,4.89,71.1,25.2,1353.1,0.02,0,0,0,0,0,None,0,0,0,1,103000,122000,0,0,0.0,0.0,0.0
POL070-2024,LOC070,2024,Central Metro,Food Processing,1.0,15880000,3970000,60000,1,46500,38.9,67.2,2.34,64.7,28.5,656.3,0.286,1,0,0,0,0,None,0,1,0,0,0,107000,45000,0,0.0,0.0,0.0
POL070-2025,LOC070,2025,Central Metro,Food Processing,0.884,16450000,4110000,40000,1,45400,47.2,73.8,2.16,66.5,31.4,821.0,0.356,1,0,0,0,0,None,0,1,0,0,0,107000,45000,0,0.0,0.0,0.0
POL070-2026,LOC070,2026,Central Metro,Food Processing,0.687,16850000,5900000,40000,1,36300,48.3,77.4,5.17,61.7,28.6,884.0,0.392,1,1,1,1,1,Compound,0,1,0,0,0,107000,45000,0,0.0,0.0,0.0
POL071-2024,LOC071,2024,Coastview,Food Processing,0.84,17500000,6120000,60000,1,42800,21.0,64.5,2.65,56.8,28.6,1842.2,0.195,0,1,0,0,0,None,0,1,0,0,0,111000,50000,0,0.0,0.0,0.0
POL071-2025,LOC071,2025,Coastview,Food Processing,0.938,18560000,9280000,25000,2,50000,31.2,52.8,4.97,68.6,25.8,1616.8,0.203,0,0,0,0,0,None,0,1,0,0,0,111000,50000,0,0.0,0.0,0.0
POL071-2026,LOC071,2026,Coastview,Food Processing,0.693,18220000,4560000,40000,2,36100,29.8,51.2,6.68,56.2,29.7,1514.1,0.027,0,1,0,1,0,Water,0,1,0,0,0,111000,50000,0,0.0,0.0,0.0
POL072-2024,LOC072,2024,Riverbend,Manufacturing,0.704,16920000,5920000,60000,2,36300,23.7,54.1,5.83,63.3,26.0,1266.6,0.021,0,1,0,1,0,Water,1,0,0,0,85000,102000,51000,0,0.0,0.0,0.0
POL072-2025,LOC072,2025,Riverbend,Manufacturing,1.0,16770000,5870000,40000,2,48200,28.9,50.9,6.4,59.9,26.0,1408.4,0.256,0,1,0,0,0,None,0,0,0,0,85000,102000,51000,0,0.0,0.0,0.0
POL072-2026,LOC072,2026,Riverbend,Manufacturing,0.989,17970000,4490000,60000,1,53500,28.4,69.2,6.35,53.4,23.4,1429.2,0.405,0,1,0,1,0,Water,1,0,0,0,85000,102000,51000,0,0.0,0.0,0.0
POL073-2024,LOC073,2024,Drylands,Food Processing,0.753,7790000,2730000,25000,2,18900,38.1,64.9,3.85,64.4,30.6,460.7,0.797,1,0,0,0,0,None,0,0,0,1,75000,83000,0,0,0.0,0.0,0.0
POL073-2025,LOC073,2025,Drylands,Food Processing,0.699,8050000,2820000,25000,2,19100,39.1,74.0,5.8,64.7,30.2,518.9,0.749,1,1,0,0,0,None,0,0,0,1,75000,83000,0,0,0.0,0.0,0.0
POL073-2026,LOC073,2026,Drylands,Food Processing,0.852,8470000,4240000,40000,2,24000,44.6,77.4,4.96,63.2,30.5,570.8,0.851,1,0,1,0,0,Air,1,0,0,1,75000,83000,0,0,0.0,0.0,0.0
POL074-2024,LOC074,2024,Coastview,Manufacturing,0.931,43810000,15330000,60000,2,107800,28.0,57.9,5.37,80.6,28.8,1811.2,0.056,0,1,0,0,0,None,0,1,1,0,0,0,75000,0,0.0,0.0,0.0
POL074-2025,LOC074,2025,Coastview,Manufacturing,0.763,45840000,11460000,60000,2,94400,31.4,47.1,5.48,66.2,24.5,1506.5,0.041,0,1,0,0,0,None,0,1,1,0,0,0,75000,0,0.0,0.0,0.0
POL074-2026,LOC074,2026,Coastview,Manufacturing,0.852,47710000,16700000,40000,1,104700,27.7,47.3,3.14,63.1,29.0,1602.0,0.178,0,0,0,0,0,None,0,1,1,0,0,0,75000,0,0.0,0.0,0.0
POL075-2024,LOC075,2024,Northgate,Manufacturing,0.745,23790000,11900000,60000,1,47000,31.0,66.9,2.88,77.5,25.7,1031.4,0.02,0,0,0,0,0,None,0,1,1,0,0,0,57000,0,0.0,0.0,0.0
POL075-2025,LOC075,2025,Northgate,Manufacturing,0.985,23330000,8170000,40000,1,58700,37.6,54.0,0.4,71.1,23.5,990.6,0.419,1,0,0,0,0,None,0,1,1,0,0,0,57000,0,0.0,0.0,0.0
POL075-2026,LOC075,2026,Northgate,Manufacturing,0.987,24380000,12190000,40000,2,63700,25.3,52.2,2.46,64.0,26.0,950.9,0.141,0,0,0,0,0,None,0,1,1,0,0,0,57000,0,0.0,0.0,0.0
POL076-2024,LOC076,2024,Drylands,Manufacturing,0.893,28040000,9810000,80000,3,67800,38.9,56.8,4.28,58.7,34.5,603.7,0.608,1,1,0,1,0,Water,0,1,0,1,0,139000,0,0,0.0,0.0,0.0
POL076-2025,LOC076,2025,Drylands,Manufacturing,1.0,28980000,10140000,60000,2,77900,41.7,62.6,5.9,62.8,30.5,809.1,0.758,1,1,0,1,0,Water,0,1,0,1,0,139000,0,2,208104.65,208104.65,88104.65
POL076-2026,LOC076,2026,Drylands,Manufacturing,0.826,29170000,10210000,40000,3,71000,42.5,83.6,6.31,56.0,31.6,512.5,0.701,1,1,0,0,0,None,0,1,0,1,0,139000,0,0,0.0,0.0,0.0
POL077-2024,LOC077,2024,Coastview,Manufacturing,0.906,12630000,4420000,40000,3,31300,22.3,43.4,2.86,69.0,29.4,1427.8,0.114,0,0,0,0,0,None,0,0,1,0,84000,0,44000,0,0.0,0.0,0.0
POL077-2025,LOC077,2025,Coastview,Manufacturing,0.79,13310000,3330000,80000,2,30100,23.4,44.7,6.14,52.8,29.2,1712.6,0.117,0,1,0,1,0,Water,1,0,1,0,84000,0,44000,0,0.0,0.0,0.0
